Scenario,Symbol,Company_Name,Sector,Weight,Position_Value,Factor_Stress_Return,Stress_PnL,Stress_Value,Contribution,Momentum_PnL,LowVol_PnL,Size_PnL,Liquidity_PnL,Trend_PnL,Loss_Rank
SMALL_CAP_SELLOFF,BELRISE,BELRISE INDUSTRIES LTD,Consumer Cyclical,0.017701018657958135,177010.18657958135,-0.2928807141390109,-51842.86985530735,125167.316724274,-0.005184286985530735,0.0,0.0,-51842.86985530735,0.0,0.0,2.0
LIQUIDITY_SHOCK,GVT&D,GE Vernova T&D India Ltd,Industrials,0.022655167454010246,226551.67454010245,-0.2258151071300261,-51158.79065676004,175392.8838833424,-0.005115879065676004,0.0,0.0,0.0,-51158.79065676004,0.0,9.0
SMALL_CAP_SELLOFF,GPIL,Godawari Power & Ispat Limited,Basic Materials,0.01607702077707663,160770.20777076628,-0.31447724859791887,-50558.572596266335,110211.63517449994,-0.005055857259626633,0.0,0.0,-50558.572596266335,0.0,0.0,3.0
MULTI_FACTOR_CRISIS,ACUTAAS,Acutaas Chemicals Limited,Basic Materials,0.017401209290296836,174012.09290296835,-0.286830642176991,-49912.00035392063,124100.09254904772,-0.004991200035392063,-36407.840079550246,0.0,0.0,23978.06797178829,-37482.22824615867,9.0
MOMENTUM_CRASH,ATHERENERG,Ather Energy Limited,Consumer Cyclical,0.022158026312308544,221580.26312308543,-0.22347366151795414,-49517.35272022761,172062.91040285781,-0.004951735272022761,-49517.35272022761,0.0,0.0,0.0,0.0,2.0
MULTI_FACTOR_CRISIS,FEDERALBNK,The Federal Bank Limited,Financial Services,0.02065365663362294,206536.5663362294,-0.2301229304543669,-47528.799891275856,159007.76644495357,-0.004752879989127585,6956.589664471958,0.0,0.0,-47131.189983268065,-7354.199572479748,10.0
SMALL_CAP_SELLOFF,AETHER,Aether Industries Limited,Basic Materials,0.013489740959906727,134897.40959906726,-0.34891759950968426,-47068.08033738119,87829.32926168607,-0.004706808033738119,0.0,0.0,-47068.08033738119,0.0,0.0,4.0
SMALL_CAP_SELLOFF,CRAFTSMAN,Craftsman Automation Limited,Consumer Cyclical,0.016270839270321632,162708.39270321632,-0.2842246880683465,-46245.74216217369,116462.65054104263,-0.004624574216217369,0.0,0.0,-46245.74216217369,0.0,0.0,5.0
SMALL_CAP_SELLOFF,RRKABEL,R R Kabel Limited,Industrials,0.018110483428838434,181104.83428838433,-0.25430853376960916,-46056.504866467054,135048.32942191727,-0.004605650486646706,0.0,0.0,-46056.504866467054,0.0,0.0,6.0
LIQUIDITY_SHOCK,ADANIENSOL,Adani Energy Solutions Limited,Utilities,0.018243573325210836,182435.73325210836,-0.24819915050852626,-45280.394015573394,137155.33923653496,-0.00452803940155734,0.0,0.0,0.0,-45280.394015573394,0.0,10.0
SMALL_CAP_SELLOFF,ACUTAAS,Acutaas Chemicals Limited,Basic Materials,0.017401209290296836,174012.09290296835,-0.2437325304504246,-42412.407732214844,131599.6851707535,-0.0042412407732214845,0.0,0.0,-42412.407732214844,0.0,0.0,7.0
SMALL_CAP_SELLOFF,SYRMA,Syrma SGS Technology Limited,Technology,0.01550990130186243,155099.0130186243,-0.25412726547472064,-39414.88805625109,115684.12496237321,-0.003941488805625109,0.0,0.0,-39414.88805625109,0.0,0.0,8.0
SMALL_CAP_SELLOFF,KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,0.016529366356889636,165293.66356889636,-0.23393857445011818,-38668.56402094505,126625.09954795131,-0.003866856402094505,0.0,0.0,-38668.56402094505,0.0,0.0,9.0
TREND_REVERSAL,ACUTAAS,Acutaas Chemicals Limited,Basic Materials,0.017401209290296836,174012.09290296835,-0.2154001346737396,-37482.22824615867,136529.86465680966,-0.003748222824615867,0.0,0.0,0.0,0.0,-37482.22824615867,3.0
SMALL_CAP_SELLOFF,SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,0.015928090480701332,159280.9048070133,-0.22940295556565424,-36539.510327900476,122741.39447911285,-0.0036539510327900475,0.0,0.0,-36539.510327900476,0.0,0.0,10.0
MOMENTUM_CRASH,ACUTAAS,Acutaas Chemicals Limited,Basic Materials,0.017401209290296836,174012.09290296835,-0.20922591914259536,-36407.840079550246,137604.2528234181,-0.0036407840079550244,-36407.840079550246,0.0,0.0,0.0,0.0,3.0
TREND_REVERSAL,SYRMA,Syrma SGS Technology Limited,Technology,0.01550990130186243,155099.0130186243,-0.23412995697375233,-36313.325244721964,118785.68777390235,-0.0036313325244721963,0.0,0.0,0.0,0.0,-36313.325244721964,4.0
TREND_REVERSAL,RRKABEL,R R Kabel Limited,Industrials,0.018110483428838434,181104.83428838433,-0.1981771263833086,-35890.8356333973,145213.99865498702,-0.0035890835633397298,0.0,0.0,0.0,0.0,-35890.8356333973,5.0
TREND_REVERSAL,ATHERENERG,Ather Energy Limited,Consumer Cyclical,0.022158026312308544,221580.26312308543,-0.1546528731277226,-34268.02432038193,187312.2388027035,-0.0034268024320381926,0.0,0.0,0.0,0.0,-34268.02432038193,6.0
TREND_REVERSAL,WELCORP,Welspun Corp Limited,Basic Materials,0.017524270155591635,175242.70155591634,-0.18864286231384175,-33058.28482111839,142184.41673479794,-0.003305828482111839,0.0,0.0,0.0,0.0,-33058.28482111839,7.0
MOMENTUM_CRASH,SYRMA,Syrma SGS Technology Limited,Technology,0.01550990130186243,155099.0130186243,-0.1769847469910086,-27450.159577656374,127648.85344096793,-0.002745015957765637,-27450.159577656374,0.0,0.0,0.0,0.0,4.0
MOMENTUM_CRASH,APARINDS,APAR Industries Limited,Industrials,0.021034334860252742,210343.34860252743,-0.12105994159992484,-25464.153497754603,184879.19510477284,-0.0025464153497754606,-25464.153497754603,0.0,0.0,0.0,0.0,5.0
TREND_REVERSAL,KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,0.016529366356889636,165293.66356889636,-0.15213112033000284,-25146.310222186778,140147.35334670957,-0.0025146310222186777,0.0,0.0,0.0,0.0,-25146.310222186778,8.0
TREND_REVERSAL,GVT&D,GE Vernova T&D India Ltd,Industrials,0.022655167454010246,226551.67454010245,-0.1010548337442511,-22894.141805131738,203657.5327349707,-0.002289414180513174,0.0,0.0,0.0,0.0,-22894.141805131738,9.0
MOMENTUM_CRASH,GVT&D,GE Vernova T&D India Ltd,Industrials,0.022655167454010246,226551.67454010245,-0.09867033566192426,-22353.929771642932,204197.74476845952,-0.002235392977164293,-22353.929771642932,0.0,0.0,0.0,0.0,6.0
TREND_REVERSAL,ADANIENSOL,Adani Energy Solutions Limited,Utilities,0.018243573325210836,182435.73325210836,-0.11629695107215302,-21216.719543832805,161219.01370827557,-0.0021216719543832806,0.0,0.0,0.0,0.0,-21216.719543832805,10.0
MOMENTUM_CRASH,POWERINDIA,Hitachi Energy India Limited,Industrials,0.02369572345568145,236957.23455681448,-0.08773787029932041,-20790.123112031433,216167.11144478305,-0.0020790123112031434,-20790.123112031433,0.0,0.0,0.0,0.0,7.0
MOMENTUM_CRASH,ADANIPOWER,Adani Power Limited,Utilities,0.023252624001241545,232526.24001241545,-0.06019733224424903,-13997.459325533366,218528.7806868821,-0.0013997459325533366,-13997.459325533366,0.0,0.0,0.0,0.0,8.0
MOMENTUM_CRASH,KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,0.016529366356889636,165293.66356889636,-0.08170452475714904,-13505.240227264756,151788.4233416316,-0.0013505240227264755,-13505.240227264756,0.0,0.0,0.0,0.0,9.0
MOMENTUM_CRASH,LAURUSLABS,Laurus Labs Limited,Healthcare,0.021430547404452743,214305.47404452742,-0.05572623672132371,-11942.437577280829,202363.0364672466,-0.001194243757728083,-11942.437577280829,0.0,0.0,0.0,0.0,10.0
LOWVOL_REVERSAL,MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,0.022657684790621545,226576.84790621544,-0.04210220761366168,-9539.385490996528,217037.4624152189,-0.0009539385490996529,0.0,-9539.385490996528,0.0,0.0,0.0,1.0
LOWVOL_REVERSAL,ADANIPOWER,Adani Power Limited,Utilities,0.023252624001241545,232526.24001241545,-0.040914626036309014,-9513.724153737012,223012.51585867844,-0.0009513724153737012,0.0,-9513.724153737012,0.0,0.0,0.0,2.0
LOWVOL_REVERSAL,TATASTEEL,Tata Steel Limited,Basic Materials,0.021762104560095846,217621.04560095846,-0.04243697002667885,-9235.177789342386,208385.86781161607,-0.0009235177789342386,0.0,-9235.177789342386,0.0,0.0,0.0,3.0
LOWVOL_REVERSAL,INDUSTOWER,Indus Towers Limited,Communication Services,0.022585337020469245,225853.37020469244,-0.04034405144134413,-9111.83998573905,216741.53021895338,-0.0009111839985739051,0.0,-9111.83998573905,0.0,0.0,0.0,4.0
LOWVOL_REVERSAL,BHEL,Bharat Heavy Electricals Limited,Industrials,0.022901695015588145,229016.95015588144,-0.03884212701204409,-8895.505465865717,220121.44469001572,-0.0008895505465865717,0.0,-8895.505465865717,0.0,0.0,0.0,5.0
LOWVOL_REVERSAL,NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,0.021201270135853042,212012.7013585304,-0.04162180421608643,-8824.351147268355,203188.35021126206,-0.0008824351147268354,0.0,-8824.351147268355,0.0,0.0,0.0,6.0
LOWVOL_REVERSAL,SBIN,State Bank of India,Financial Services,0.023272599684859244,232725.99684859245,-0.03680038285109628,-8564.40578343123,224161.59106516122,-0.0008564405783431229,0.0,-8564.40578343123,0.0,0.0,0.0,7.0
LOWVOL_REVERSAL,FEDERALBNK,The Federal Bank Limited,Financial Services,0.02065365663362294,206536.5663362294,-0.04130972526045279,-8531.96881158692,198004.5975246425,-0.000853196881158692,0.0,-8531.96881158692,0.0,0.0,0.0,8.0
LOWVOL_REVERSAL,SAIL,Steel Authority of India Limited,Basic Materials,0.019960425500407337,199604.25500407338,-0.04191968658758943,-8367.347811320036,191236.90719275334,-0.0008367347811320036,0.0,-8367.347811320036,0.0,0.0,0.0,9.0
LOWVOL_REVERSAL,CUPID,Cupid Limited,Consumer Defensive,0.018621254952984737,186212.54952984737,-0.04213689080174968,-7846.417865454581,178366.1316643928,-0.0007846417865454581,0.0,-7846.417865454581,0.0,0.0,0.0,10.0
