Scenario,Symbol,Company_Name,Sector,Weight,Position_Value,Factor_Stress_Return,Stress_PnL,Stress_Value,Contribution,Momentum_PnL,LowVol_PnL,Size_PnL,Liquidity_PnL,Trend_PnL,Loss_Rank
MOMENTUM_CRASH,HINDCOPPER,Hindustan Copper Limited,Basic Materials,0.018422310696824238,184223.10696824238,0.011967356771907056,2204.6636467181534,186427.77061496055,0.00022046636467181534,2204.6636467181534,0.0,0.0,0.0,0.0,18.0
MOMENTUM_CRASH,ADANIENSOL,Adani Energy Solutions Limited,Utilities,0.018243573325210836,182435.73325210836,-0.049052584763467244,-8948.944269234345,173486.78898287402,-0.0008948944269234346,-8948.944269234345,0.0,0.0,0.0,0.0,13.0
MOMENTUM_CRASH,SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,0.018200104568211833,182001.04568211833,0.08048769694667328,14648.84500883998,196649.8906909583,0.001464884500883998,14648.84500883998,0.0,0.0,0.0,0.0,34.0
MOMENTUM_CRASH,RRKABEL,R R Kabel Limited,Industrials,0.018110483428838434,181104.83428838433,-0.03974679505201208,-7198.336731389021,173906.4975569953,-0.0007198336731389022,-7198.336731389021,0.0,0.0,0.0,0.0,14.0
MOMENTUM_CRASH,JINDALSTEL,Jindal Steel Limited,Basic Materials,0.017978858162799635,179788.58162799635,0.12321687224879674,22152.98669424919,201941.56832224553,0.002215298669424919,22152.98669424919,0.0,0.0,0.0,0.0,44.0
MOMENTUM_CRASH,NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,0.017753466911774235,177534.66911774236,0.02105523993697687,3738.035055405863,181272.70417314823,0.0003738035055405863,3738.035055405863,0.0,0.0,0.0,0.0,22.0
MOMENTUM_CRASH,BELRISE,BELRISE INDUSTRIES LTD,Consumer Cyclical,0.017701018657958135,177010.18657958135,-0.06485774128817912,-11480.480886550802,165529.70569303056,-0.0011480480886550803,-11480.480886550802,0.0,0.0,0.0,0.0,11.0
MOMENTUM_CRASH,WELCORP,Welspun Corp Limited,Basic Materials,0.017524270155591635,175242.70155591634,-0.06388108459703176,-11194.69384310588,164048.00771281047,-0.001119469384310588,-11194.69384310588,0.0,0.0,0.0,0.0,12.0
MOMENTUM_CRASH,ACUTAAS,Acutaas Chemicals Limited,Basic Materials,0.017401209290296836,174012.09290296835,-0.20922591914259536,-36407.840079550246,137604.2528234181,-0.0036407840079550244,-36407.840079550246,0.0,0.0,0.0,0.0,3.0
MOMENTUM_CRASH,KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,0.016529366356889636,165293.66356889636,-0.08170452475714904,-13505.240227264756,151788.4233416316,-0.0013505240227264755,-13505.240227264756,0.0,0.0,0.0,0.0,9.0
MOMENTUM_CRASH,CRAFTSMAN,Craftsman Automation Limited,Consumer Cyclical,0.016270839270321632,162708.39270321632,0.022132025533921896,3601.0663018909745,166309.4590051073,0.0003601066301890974,3601.0663018909745,0.0,0.0,0.0,0.0,21.0
MOMENTUM_CRASH,GPIL,Godawari Power & Ispat Limited,Basic Materials,0.01607702077707663,160770.20777076628,0.06900961599917321,11094.690302367875,171864.89807313416,0.0011094690302367875,11094.690302367875,0.0,0.0,0.0,0.0,32.0
MOMENTUM_CRASH,SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,0.015928090480701332,159280.9048070133,0.06042479041108588,9624.515289451901,168905.4200964652,0.0009624515289451902,9624.515289451901,0.0,0.0,0.0,0.0,30.0
MOMENTUM_CRASH,SYRMA,Syrma SGS Technology Limited,Technology,0.01550990130186243,155099.0130186243,-0.1769847469910086,-27450.159577656374,127648.85344096793,-0.002745015957765637,-27450.159577656374,0.0,0.0,0.0,0.0,4.0
MOMENTUM_CRASH,MAHABANK,Bank of Maharashtra,Financial Services,0.013794299673215828,137942.99673215827,-0.026300234819529963,-3627.933205765417,134315.06352639286,-0.0003627933205765417,-3627.933205765417,0.0,0.0,0.0,0.0,15.0
MOMENTUM_CRASH,AETHER,Aether Industries Limited,Basic Materials,0.013489740959906727,134897.40959906726,0.04061680941216559,5479.102375880152,140376.5119749474,0.0005479102375880152,5479.102375880152,0.0,0.0,0.0,0.0,24.0
MOMENTUM_CRASH,ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,0.012360917220704124,123609.17220704124,0.02178139011226352,2692.3796012955268,126301.55180833676,0.00026923796012955266,2692.3796012955268,0.0,0.0,0.0,0.0,19.0
LOWVOL_REVERSAL,POLYCAB,Polycab India Limited,Industrials,0.02402013775341455,240201.3775341455,0.04079379919218476,9798.72676081409,250000.10429495957,0.000979872676081409,0.0,9798.72676081409,0.0,0.0,0.0,46.0
LOWVOL_REVERSAL,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,0.02397635874706965,239763.58747069648,-0.028254136563472088,-6774.3131433450435,232989.27432735145,-0.0006774313143345043,0.0,-6774.3131433450435,0.0,0.0,0.0,19.0
LOWVOL_REVERSAL,POWERINDIA,Hitachi Energy India Limited,Industrials,0.02369572345568145,236957.23455681448,0.617993956022361,146438.13879188427,383395.3733486987,0.014643813879188427,0.0,146438.13879188427,0.0,0.0,0.0,50.0
LOWVOL_REVERSAL,SBIN,State Bank of India,Financial Services,0.023272599684859244,232725.99684859245,-0.03680038285109628,-8564.40578343123,224161.59106516122,-0.0008564405783431229,0.0,-8564.40578343123,0.0,0.0,0.0,7.0
LOWVOL_REVERSAL,ADANIPOWER,Adani Power Limited,Utilities,0.023252624001241545,232526.24001241545,-0.040914626036309014,-9513.724153737012,223012.51585867844,-0.0009513724153737012,0.0,-9513.724153737012,0.0,0.0,0.0,2.0
LOWVOL_REVERSAL,BAJAJ-AUTO,Bajaj Auto Limited,Consumer Cyclical,0.023228423696124444,232284.23696124443,0.04180675716722007,9711.050688411751,241995.28764965618,0.0009711050688411752,0.0,9711.050688411751,0.0,0.0,0.0,45.0
LOWVOL_REVERSAL,BHARATFORG,Bharat Forge Limited,Consumer Cyclical,0.023092627084715846,230926.27084715848,-0.023413169842992507,-5406.716000553411,225519.55484660505,-0.0005406716000553411,0.0,-5406.716000553411,0.0,0.0,0.0,26.0
LOWVOL_REVERSAL,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,0.022992122933152843,229921.22933152845,0.023115998613860562,5314.858818524728,235236.08815005317,0.0005314858818524728,0.0,5314.858818524728,0.0,0.0,0.0,43.0
LOWVOL_REVERSAL,BHEL,Bharat Heavy Electricals Limited,Industrials,0.022901695015588145,229016.95015588144,-0.03884212701204409,-8895.505465865717,220121.44469001572,-0.0008895505465865717,0.0,-8895.505465865717,0.0,0.0,0.0,5.0
LOWVOL_REVERSAL,MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,0.022657684790621545,226576.84790621544,-0.04210220761366168,-9539.385490996528,217037.4624152189,-0.0009539385490996529,0.0,-9539.385490996528,0.0,0.0,0.0,1.0
LOWVOL_REVERSAL,GVT&D,GE Vernova T&D India Ltd,Industrials,0.022655167454010246,226551.67454010245,0.04972998087647132,11266.410442411849,237818.0849825143,0.0011266410442411848,0.0,11266.410442411849,0.0,0.0,0.0,47.0
LOWVOL_REVERSAL,INDUSTOWER,Indus Towers Limited,Communication Services,0.022585337020469245,225853.37020469244,-0.04034405144134413,-9111.83998573905,216741.53021895338,-0.0009111839985739051,0.0,-9111.83998573905,0.0,0.0,0.0,4.0
LOWVOL_REVERSAL,NESTLEIND,Nestlé India Limited,Consumer Defensive,0.022438738535261845,224387.38535261844,-0.03208017848739881,-7198.387372432737,217188.9979801857,-0.0007198387372432737,0.0,-7198.387372432737,0.0,0.0,0.0,14.0
LOWVOL_REVERSAL,CGPOWER,CG Power and Industrial Solutions Limited,Industrials,0.022426706882935046,224267.06882935046,-0.031968212478617745,-7169.417308293467,217097.651521057,-0.0007169417308293467,0.0,-7169.417308293467,0.0,0.0,0.0,15.0
LOWVOL_REVERSAL,TITAN,Titan Company Limited,Consumer Cyclical,0.022405024782387546,224050.24782387546,-0.00468611719369873,-1049.9257185799243,223000.32210529552,-0.00010499257185799242,0.0,-1049.9257185799243,0.0,0.0,0.0,37.0
LOWVOL_REVERSAL,TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,0.022279538995463546,222795.38995463547,0.0075359249981190425,1678.9693486248177,224474.35930326028,0.00016789693486248176,0.0,1678.9693486248177,0.0,0.0,0.0,39.0
LOWVOL_REVERSAL,ATHERENERG,Ather Energy Limited,Consumer Cyclical,0.022158026312308544,221580.26312308543,-0.024045173690911567,-5327.935913272477,216252.32720981297,-0.0005327935913272476,0.0,-5327.935913272477,0.0,0.0,0.0,27.0
LOWVOL_REVERSAL,TATASTEEL,Tata Steel Limited,Basic Materials,0.021762104560095846,217621.04560095846,-0.04243697002667885,-9235.177789342386,208385.86781161607,-0.0009235177789342386,0.0,-9235.177789342386,0.0,0.0,0.0,3.0
LOWVOL_REVERSAL,BSE,BSE Limited,Financial Services,0.02168507995311434,216850.7995311434,0.017819196763329024,3864.1070651306613,220714.90659627406,0.00038641070651306616,0.0,3864.1070651306613,0.0,0.0,0.0,41.0
LOWVOL_REVERSAL,LAURUSLABS,Laurus Labs Limited,Healthcare,0.021430547404452743,214305.47404452742,-0.030351736449066392,-6504.543267791734,207800.93077673568,-0.0006504543267791735,0.0,-6504.543267791734,0.0,0.0,0.0,22.0
LOWVOL_REVERSAL,JSWSTEEL,JSW Steel Limited,Basic Materials,0.021342324873958343,213423.24873958342,-0.03335046330424629,-7117.764225362505,206305.4845142209,-0.0007117764225362506,0.0,-7117.764225362505,0.0,0.0,0.0,16.0
LOWVOL_REVERSAL,NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,0.021201270135853042,212012.7013585304,-0.04162180421608643,-8824.351147268355,203188.35021126206,-0.0008824351147268354,0.0,-8824.351147268355,0.0,0.0,0.0,6.0
LOWVOL_REVERSAL,HINDALCO,Hindalco Industries Limited,Basic Materials,0.021085019525896143,210850.19525896144,-0.03131809520960771,-6603.426490084531,204246.7687688769,-0.0006603426490084531,0.0,-6603.426490084531,0.0,0.0,0.0,21.0
LOWVOL_REVERSAL,APARINDS,APAR Industries Limited,Industrials,0.021034334860252742,210343.34860252743,0.220599669436889,46401.673169965856,256745.0217724933,0.004640167316996586,0.0,46401.673169965856,0.0,0.0,0.0,49.0
LOWVOL_REVERSAL,PHOENIXLTD,The Phoenix Mills Limited,Real Estate,0.02098866569632144,209886.65696321442,-0.024640389754289657,-5171.689031798496,204714.96793141591,-0.0005171689031798496,0.0,-5171.689031798496,0.0,0.0,0.0,28.0
LOWVOL_REVERSAL,FEDERALBNK,The Federal Bank Limited,Financial Services,0.02065365663362294,206536.5663362294,-0.04130972526045279,-8531.96881158692,198004.5975246425,-0.000853196881158692,0.0,-8531.96881158692,0.0,0.0,0.0,8.0
LOWVOL_REVERSAL,KEI,KEI Industries Limited,Industrials,0.020430694071626742,204306.94071626742,0.019704525274238296,4025.7712770459966,208332.71199331342,0.00040257712770459965,0.0,4025.7712770459966,0.0,0.0,0.0,42.0
LOWVOL_REVERSAL,GRASIM,Grasim Industries Limited,Basic Materials,0.01996675105820084,199667.5105820084,-0.022010657108591965,-4394.813111146745,195272.69747086166,-0.00043948131111467447,0.0,-4394.813111146745,0.0,0.0,0.0,29.0
LOWVOL_REVERSAL,SAIL,Steel Authority of India Limited,Basic Materials,0.019960425500407337,199604.25500407338,-0.04191968658758943,-8367.347811320036,191236.90719275334,-0.0008367347811320036,0.0,-8367.347811320036,0.0,0.0,0.0,9.0
LOWVOL_REVERSAL,NATIONALUM,National Aluminium Company Limited,Basic Materials,0.01984674381967204,198467.43819672038,-0.037624019032602346,-7467.142672065237,191000.29552465514,-0.0007467142672065237,0.0,-7467.142672065237,0.0,0.0,0.0,11.0
LOWVOL_REVERSAL,WAAREEENER,WAAREE ENERGIES LIMITED,Technology,0.019798209346551937,197982.09346551937,-0.011985594940948193,-2372.9331778386613,195609.16028768072,-0.00023729331778386614,0.0,-2372.9331778386613,0.0,0.0,0.0,35.0
LOWVOL_REVERSAL,MARICO,Marico Limited,Consumer Defensive,0.01885890922349914,188589.0922349914,-0.03818138538148886,-7200.592809369355,181388.49942562205,-0.0007200592809369355,0.0,-7200.592809369355,0.0,0.0,0.0,13.0
LOWVOL_REVERSAL,CUPID,Cupid Limited,Consumer Defensive,0.018621254952984737,186212.54952984737,-0.04213689080174968,-7846.417865454581,178366.1316643928,-0.0007846417865454581,0.0,-7846.417865454581,0.0,0.0,0.0,10.0
LOWVOL_REVERSAL,HINDCOPPER,Hindustan Copper Limited,Basic Materials,0.018422310696824238,184223.10696824238,-0.03759940881282903,-6926.679911668477,177296.4270565739,-0.0006926679911668477,0.0,-6926.679911668477,0.0,0.0,0.0,17.0
LOWVOL_REVERSAL,ADANIENSOL,Adani Energy Solutions Limited,Utilities,0.018243573325210836,182435.73325210836,-0.019451949932142776,-3548.730749053767,178887.0025030546,-0.0003548730749053767,0.0,-3548.730749053767,0.0,0.0,0.0,32.0
LOWVOL_REVERSAL,SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,0.018200104568211833,182001.04568211833,-0.037878348421409636,-6893.89902140817,175107.14666071016,-0.0006893899021408169,0.0,-6893.89902140817,0.0,0.0,0.0,18.0
LOWVOL_REVERSAL,RRKABEL,R R Kabel Limited,Industrials,0.018110483428838434,181104.83428838433,-0.005131793051491406,-929.3925301926332,180175.4417581917,-9.293925301926332e-05,0.0,-929.3925301926332,0.0,0.0,0.0,38.0
LOWVOL_REVERSAL,JINDALSTEL,Jindal Steel Limited,Basic Materials,0.017978858162799635,179788.58162799635,-0.03326234042842228,-5980.189007253602,173808.39262074276,-0.0005980189007253601,0.0,-5980.189007253602,0.0,0.0,0.0,24.0
LOWVOL_REVERSAL,NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,0.017753466911774235,177534.66911774236,0.04632786610329093,8224.802379578827,185759.47149732118,0.0008224802379578827,0.0,8224.802379578827,0.0,0.0,0.0,44.0
LOWVOL_REVERSAL,BELRISE,BELRISE INDUSTRIES LTD,Consumer Cyclical,0.017701018657958135,177010.18657958135,-0.04123494302671627,-7299.004958757454,169711.1816208239,-0.0007299004958757454,0.0,-7299.004958757454,0.0,0.0,0.0,12.0
LOWVOL_REVERSAL,WELCORP,Welspun Corp Limited,Basic Materials,0.017524270155591635,175242.70155591634,-0.024743911308597256,-4336.189864778572,170906.51169113777,-0.00043361898647785717,0.0,-4336.189864778572,0.0,0.0,0.0,30.0
LOWVOL_REVERSAL,ACUTAAS,Acutaas Chemicals Limited,Basic Materials,0.017401209290296836,174012.09290296835,0.013705393622603463,2384.904228328224,176396.99713129658,0.0002384904228328224,0.0,2384.904228328224,0.0,0.0,0.0,40.0
LOWVOL_REVERSAL,KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,0.016529366356889636,165293.66356889636,-0.012274169525977785,-2028.8424482145722,163264.8211206818,-0.0002028842448214572,0.0,-2028.8424482145722,0.0,0.0,0.0,36.0
LOWVOL_REVERSAL,CRAFTSMAN,Craftsman Automation Limited,Consumer Cyclical,0.016270839270321632,162708.39270321632,0.09188827280783583,14950.993176837626,177659.38588005395,0.0014950993176837627,0.0,14950.993176837626,0.0,0.0,0.0,48.0
LOWVOL_REVERSAL,GPIL,Godawari Power & Ispat Limited,Basic Materials,0.01607702077707663,160770.20777076628,-0.04111999512711567,-6610.870160119283,154159.337610647,-0.0006610870160119283,0.0,-6610.870160119283,0.0,0.0,0.0,20.0
LOWVOL_REVERSAL,SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,0.015928090480701332,159280.9048070133,-0.03487313924713319,-5554.625172744342,153726.27963426898,-0.0005554625172744343,0.0,-5554.625172744342,0.0,0.0,0.0,25.0
LOWVOL_REVERSAL,SYRMA,Syrma SGS Technology Limited,Technology,0.01550990130186243,155099.0130186243,-0.025379677002194092,-3936.3628537717814,151162.65016485253,-0.00039363628537717816,0.0,-3936.3628537717814,0.0,0.0,0.0,31.0
LOWVOL_REVERSAL,MAHABANK,Bank of Maharashtra,Financial Services,0.013794299673215828,137942.99673215827,-0.04346632906237779,-5995.875687810495,131947.12104434776,-0.0005995875687810496,0.0,-5995.875687810495,0.0,0.0,0.0,23.0
LOWVOL_REVERSAL,AETHER,Aether Industries Limited,Basic Materials,0.013489740959906727,134897.40959906726,-0.02589939012905054,-3493.76063860457,131403.64896046268,-0.000349376063860457,0.0,-3493.76063860457,0.0,0.0,0.0,33.0
LOWVOL_REVERSAL,ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,0.012360917220704124,123609.17220704124,-0.02636814451800056,-3259.3445165056814,120349.82769053556,-0.00032593445165056813,0.0,-3259.3445165056814,0.0,0.0,0.0,34.0
SMALL_CAP_SELLOFF,POLYCAB,Polycab India Limited,Industrials,0.02402013775341455,240201.3775341455,0.10816789269529595,25982.07683037572,266183.4543645212,0.002598207683037572,0.0,0.0,25982.07683037572,0.0,0.0,35.0
SMALL_CAP_SELLOFF,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,0.02397635874706965,239763.58747069648,0.3253417421925016,78005.10326204065,317768.69073273713,0.007800510326204065,0.0,0.0,78005.10326204065,0.0,0.0,49.0
SMALL_CAP_SELLOFF,POWERINDIA,Hitachi Energy India Limited,Industrials,0.02369572345568145,236957.23455681448,0.12065926169799479,28591.084975623813,265548.3195324383,0.0028591084975623814,0.0,0.0,28591.084975623813,0.0,0.0,39.0
SMALL_CAP_SELLOFF,SBIN,State Bank of India,Financial Services,0.023272599684859244,232725.99684859245,0.4924846568560948,114613.98269947166,347339.9795480641,0.011461398269947166,0.0,0.0,114613.98269947166,0.0,0.0,50.0
SMALL_CAP_SELLOFF,ADANIPOWER,Adani Power Limited,Utilities,0.023252624001241545,232526.24001241545,0.3292918867580627,76569.00429444642,309095.2443068619,0.0076569004294446425,0.0,0.0,76569.00429444642,0.0,0.0,48.0
SMALL_CAP_SELLOFF,BAJAJ-AUTO,Bajaj Auto Limited,Consumer Cyclical,0.023228423696124444,232284.23696124443,0.24687168197554366,57344.40027502816,289628.63723627257,0.0057344400275028155,0.0,0.0,57344.40027502816,0.0,0.0,45.0
SMALL_CAP_SELLOFF,BHARATFORG,Bharat Forge Limited,Consumer Cyclical,0.023092627084715846,230926.27084715848,0.018375728153995474,4243.438376703314,235169.7092238618,0.0004243438376703314,0.0,0.0,4243.438376703314,0.0,0.0,27.0
SMALL_CAP_SELLOFF,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,0.022992122933152843,229921.22933152845,0.07652287961968296,17594.23455414607,247515.46388567452,0.001759423455414607,0.0,0.0,17594.23455414607,0.0,0.0,31.0
SMALL_CAP_SELLOFF,BHEL,Bharat Heavy Electricals Limited,Industrials,0.022901695015588145,229016.95015588144,0.08827809325793998,20217.179683509894,249234.12983939133,0.0020217179683509894,0.0,0.0,20217.179683509894,0.0,0.0,33.0
SMALL_CAP_SELLOFF,MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,0.022657684790621545,226576.84790621544,0.11738215104073853,26596.077783261822,253172.92568947727,0.002659607778326182,0.0,0.0,26596.077783261822,0.0,0.0,36.0
SMALL_CAP_SELLOFF,GVT&D,GE Vernova T&D India Ltd,Industrials,0.022655167454010246,226551.67454010245,0.08128867682698247,18416.085856302103,244967.76039640454,0.0018416085856302103,0.0,0.0,18416.085856302103,0.0,0.0,32.0
SMALL_CAP_SELLOFF,INDUSTOWER,Indus Towers Limited,Communication Services,0.022585337020469245,225853.37020469244,0.05606417403128,12662.282652706986,238515.65285739943,0.0012662282652706987,0.0,0.0,12662.282652706986,0.0,0.0,30.0
