Symbol,Last_Close,Market_Cap,ADV_20D,ADV_60D,ADV_120D,Volume_Volatility,Optimized_Weight,Position_Value,Capacity_5pct_ADV,Capacity_10pct_ADV,Capacity_20pct_ADV,Days_To_Liquidate,Hours_To_Liquidate,Capacity_Bucket,Liquidity_Score,Liquidity_Flag
SBIN,1032.5,9329385306848.637,10157801295.189625,12414454685.26074,15975891295.9359,0.6170261307983295,4.611813846800592e-17,4.6118138468005915e-09,507890064.75948125,1015780129.5189625,2031560259.037925,4.54016938585379e-18,2.837605866158619e-17,Excellent,100.0,LOW
MARICO,862.6500244140625,1061839224929.95,1548690677.9871948,1610375039.015042,1510688250.7127156,1.2320042332998027,4.5803954504589074e-17,4.580395450458907e-09,77434533.89935975,154869067.7987195,309738135.597439,2.957592187751762e-17,1.8484951173448511e-16,Excellent,44.0,LOW
TITAN,4884.10009765625,3657287606980.0,4348245035.991382,3945195922.8548827,4467311863.791014,0.9300295122895511,3.949941412846523e-17,3.949941412846523e-09,217412251.7995691,434824503.5991382,869649007.1982764,9.083989931919631e-18,5.677493707449769e-17,Excellent,96.0,LOW
KIRLOSENG,2258.5,268952896400.0,1138110188.6339233,1809236005.9835184,1281742391.5346994,5.31005280532174,3.4103148170246475e-17,3.4103148170246474e-09,56905509.43169617,113811018.86339234,227622037.72678468,2.9964715640741756e-17,1.8727947275463597e-16,Excellent,8.0,LOW
GRASIM,3126.800048828125,2101928744185.5864,1605931092.284204,2224639149.951257,2367777436.7768188,0.963675070111367,2.887086733074693e-17,2.8870867330746927e-09,80296554.6142102,160593109.2284204,321186218.4568408,1.797765014293503e-17,1.1236031339334394e-16,Excellent,50.0,LOW
CGPOWER,877.9500122070312,1425337215345.0,3897422126.771295,3982065119.9468493,3216779301.7487235,5.459764826953026,2.8847645996530654e-17,2.8847645996530652e-09,194871106.33856475,389742212.6771295,779484425.354259,7.401724796084288e-18,4.62607799755268e-17,Excellent,54.0,LOW
WAAREEENER,2682.5,872676634168.4753,2523670642.1729,2778543838.0347004,4515310587.503257,1.2523810886072202,2.7014636290380826e-17,2.7014636290380826e-09,126183532.10864502,252367064.21729004,504734128.4345801,1.0704501545859808e-17,6.69031346616238e-17,Excellent,56.00000000000001,LOW
AETHER,1582.5,153424754893.93665,744491598.6117004,572292633.3379943,473239897.692216,3.8261322816181735,2.6355534972139896e-17,2.6355534972139895e-09,37224579.93058502,74449159.86117004,148898319.72234008,3.540071509374544e-17,2.21254469335909e-16,Excellent,2.0,LOW
BSE,3592.300048828125,1613632028905.879,9221654603.55808,13016249184.146326,13778388558.13579,1.4819073081886762,2.1631546014540158e-17,2.1631546014540157e-09,461082730.17790407,922165460.3558081,1844330920.7116163,2.345733704469244e-18,1.4660835652932777e-17,Excellent,90.0,LOW
GPIL,245.3000030517578,181516682970.0,315071542.3765907,711614602.0460681,714630838.3323824,1.5967228875289181,2.0479230414982025e-17,2.0479230414982023e-09,15753577.118829537,31507154.237659074,63014308.47531815,6.49986674788424e-17,4.06241671742765e-16,Excellent,6.0,LOW
ADANIENSOL,1644.300048828125,1792553899736.021,3992105405.0432677,4404114179.426699,3693738366.1671433,2.7240154093409816,9.534065427401668e-18,9.53406542740167e-10,199605270.2521634,399210540.5043268,798421081.0086536,2.3882298837493584e-18,1.492643677343349e-17,Excellent,75.0,LOW
CRAFTSMAN,10196.5,210406242060.0,655958581.125,693254911.7666667,815930604.2666667,4.455541426096099,3.9804143592457095e-18,3.9804143592457093e-10,32797929.056250002,65595858.112500004,131191716.22500001,6.068087946069872e-18,3.79255496629367e-17,Excellent,4.0,LOW
SHYAMMETL,1020.2999877929688,274974698093.1006,626574987.2214477,602235924.4062022,466830253.6197703,1.8772416537385725,2.0720560696201032e-18,2.0720560696201031e-10,31328749.361072388,62657498.722144775,125314997.44428955,3.3069562492570186e-18,2.0668476557856366e-17,Excellent,12.0,LOW
ADANIPOWER,210.25,4205798997590.7886,5726361056.133331,7429891344.67016,7302256535.945429,3.613307719513699,0.0,0.0,286318052.80666655,572636105.6133331,1145272211.2266662,0.0,0.0,,84.0,LOW
TORNTPHARM,5016.0,1548083320155.3125,4532965232.88208,2987654320.707959,2304244535.664504,2.305842891748542,0.0,0.0,226648261.644104,453296523.288208,906593046.576416,0.0,0.0,,80.0,LOW
GVT&D,4394.0,1253219765557.5,3982929859.261035,4685817406.523974,3660323332.039164,3.561359797660825,0.0,0.0,199146492.96305177,398292985.92610353,796585971.8522071,0.0,0.0,,64.0,LOW
SAIL,171.3000030517578,754275225545.3625,2273528848.0279093,3983386138.06178,3884538520.514731,0.7781176297188793,0.0,0.0,113676442.40139547,227352884.80279094,454705769.6055819,0.0,0.0,,52.0,LOW
APARINDS,15255.0,612255341400.0,1858059985.4,2113081382.3833334,1754206200.2208333,2.5505920047572905,0.0,0.0,92902999.27000001,185805998.54000002,371611997.08000004,0.0,0.0,,26.0,LOW
HINDCOPPER,495.79998779296875,491635005865.7538,1511007332.052855,2290911236.430609,3907156542.975199,1.241690731816723,0.0,0.0,75550366.60264276,151100733.20528552,302201466.41057104,0.0,0.0,,32.0,LOW
NATIONALUM,377.0,692685667257.1392,2388357914.611656,4137499598.9596257,4550764491.049173,0.793426804548918,0.0,0.0,119417895.73058282,238835791.46116564,477671582.9223313,0.0,0.0,,60.0,LOW
BELRISE,241.0,201700020917.55493,1062421872.6652054,1062762925.1788837,1054139688.401481,1.8864198968506598,0.0,0.0,53121093.63326027,106242187.26652054,212484374.5330411,0.0,0.0,,14.000000000000002,LOW
JINDALSTEL,1116.800048828125,1161869682805.318,1230731970.2889342,1328414745.6188722,1513834919.4611318,1.0039431714716576,0.0,0.0,61536598.51444671,123073197.02889343,246146394.05778685,0.0,0.0,,42.0,LOW
